CODE,SEMESTER,TITLE,LANGUAGE,TITLE_FR,TITLE_EN,RESUME_FR,RESUME_EN,PROFESSORS,CREDITS,LECTURE_PERIOD,EXERCICE_PERIOD,PROJECT_PERIOD,TP_PERIOD,LABO_PERIOD,EXAM_INFO,KEYWORDS,POLYPERSPECTIVES
HUM-327,BA6,Design industriel IV,FR,Design industriel IV,Industrial design IV,Practical teaching that allows acquiring the bases of industrial design by confronting the students with the creation of an object.,Le cours propose d'expérimenter les spécificités du design industriel en confrontant les étudiant.e.s à la création d'un objet. Il s'agit d'un enseignement pratique qui repose sur le développement d'un projet de semestre.,184338:Tomás:Král,2,2,,,,,,CRÉATION|CRÉATIVITÉ|DESIGN INDUSTRIEL|ERGONOMIE|ESTHÉTIQUE|FONCTIONNALITÉ|MAQUETTE|PROTOTYPE,Créative|Interdisciplinaire
HUM-331,BA6,Études musicales D,FR,Études musicales D,Musical studies D,"This specific option, subject to application, opens to a student pursuing the study of a music instrument at a high level next to his/her EPFL studies the possibiity of a partial validation.",Ce cursus particulier - dont l'admission est sujette à l'acceptation d'un dossier de candidature - offre à l'étudiant engagé dans des études en musique de haut niveau en parallèle à ses études EPFL la possibilité de les faire reconnaître partiellement.,176744:Néjia:Dahmouni Martin,2,2,,,,,,,
HUM-332,BA6,"Science, technologie et société D",FR,"Science, technologie et société D","Science, technology and society D",Science and technology are experiencing changes that also affect the entire society. The course will take the example of nanoscience and nanotechnology to develop an analysis of this kind of phenomenon.,Les sciences et les techniques connaissent des bouleversements qui touchent aussi l'ensemble de la société. Le cours prend l'exemple des nanosciences et des nanotechnologies pour acquérir une démarche d'analyse de ce genre de phénomène. ,292598:Alexandre:Camus,2,2,,,,,,CULTURE|DIGITAL CULTURE|DIGITAL HUMANITIES|SCIENCES|TECHNOLOGIE,Globale|Citoyenne
HUM-334,BA6,Discriminations et marché du travail,FR,Discriminations et marché du travail,Discriminations and labour market,"This course examines the inequality and discrimination in various sectors of activity and professions. In an interdisciplinary approach, we will identify and analyse the various forms of discrimination. ","Ce cours porte sur la problématique des inégalités et des discriminations, dans divers secteurs d¿activité et au sein de différentes professions. Dans une approche interdisciplinaire, nous allons identifier et analyser les diverses discriminations sur le marché du travail.",229445:Marta:Roca Escoda,2,2,,,,,,DISCRIMINATION|ÉTUDE DE GENRE|INÉGALITÉ SOCIALE|SOCIOLOGIE|STEREOTYPE|TRAVAIL,Citoyenne|Globale
HUM-337,BA6,Médias et société,FR,Médias et société,Media and society,This course explores the history of supehéros in order to attract students' attention to the process of building and empowering cultural phenomena within the media sphere. It will provide the necessary skills to understand some current events and technologies through a historical and long term persp,Ce cours explore l'histoire des superhéros dans le but de sensibiliser les étudiants sur les processus de construction et d'autonomisation des phénomènes culturels au sein de la sphère médiatique. Il fournit les compétences  pour comprendre des phénomènes actuels en remontant à leur origine.,157690:Gianni:Haver|176121:François:Vallotton,2,2,,,,,,20E SIÈCLE|BANDES DESSINÉES|CINÉMA|HISTOIRE|IMAGE|MYTHOLOGY|POPULAR CULTURES,Interdisciplinaire|Globale
HUM-339,BA6,Méditerranée: grands textes et mythes fondateurs D,FR,Méditerranée: grands textes et mythes fondateurs D,Mediterranean myths and founding texts D,"Le cours explore les mythes et les textes fondateurs des cultures antiques (Monde biblique, Grèce, Rome, Egypte). Explorant leurs significations, leurs réceptions, il s'agit de dérouler une histoire de l'imaginaire qui nous aide à mieux comprendre le caractère hétéroclite de notre propre culture.
","The course explores the myths and the main texts of ancient cultures (Biblical World, Greece, Rome, Egypt). Exploring their meanings, their receptions, it helps us better understand the heterogeneous nature of our own culture.",245404:Matteo:Capponi,2,2,,,,,,ANTHROPOLOGIE|ANTIQUITÉ|EGYPT|GRÈCE|MESOPOTAMIA|MYTHOLOGY|RELIGION|ROME,Globale|Créative
HUM-340,BA6,Histoire de la pensée économique,FR,Histoire de la pensée économique,History of economic thought,"Ce cours permet d'acquérir une perspective d'ensemble sur l'évolution de la pensée économique au 20e siècle, sous une double perspective -critique et féministe- tout en offrant une introduction pratique aux méthodes de l'historien·ne des idées (lecture et discussion collective de sources primaires).","This lecture gives an overview of the evolution of 20th century economic thought, under a double perspective -critical and feminist- while offering a practical introduction to the methods of the historian of ideas (collective reading and discussion of primary sources).
",262929:François:Allisson,2,2,,,,,,20E SIÈCLE|ÉCONOMIE|FÉMINISME|IDEOLOGY|SCIENCES ÉCONOMIQUES|TRAVAIL,Créative|Citoyenne
HUM-343,BA6,Psychologie sociale D,FR,Psychologie sociale D,Social psychology D,This Social Psychology course addresses the sociocognitive processes that intervene in social judgment and in impression formation.,Cet enseignement de Psychologie Sociale traite des processus sociocognitifs impliqués dans le jugement social et la formation d'impression.,289501:Benoit Albert:Dompnier,2,2,,,,,,COGNITION|PERCEPTION|PSYCHOLOGIE|SOCIAL,Globale|Créative
HUM-345,BA6,Science et littérature D,FR,Science et littérature D,Science and literature D,"The objective of this course is to think of the presence of more and more superhero figures in movies, bookstores and, ultimately, in our lives. What are they? What is their history? What do they tell us about ourselves?","L'objectif de ce cours est de réfléchir à la présence de plus en plus importante de la figure du super-héros au cinéma, dans les librairies et, finalement, dans nos vies. A quoi servent-ils ? Quelle est leur histoire ? Que nous disent-ils de nous-mêmes ?",114106:Marc:Atallah,2,2,,,,,,BANDES DESSINÉES|CINÉMA|ESTHÉTIQUE|MÉDIA|SCIENCE-FICTION|SUPER HEROES,Interdisciplinaire|Créative
HUM-347,BA6,Dynamiques de groupe dans les organisations,FR,Dynamiques de groupe dans les organisations,Group dynamics in organisations,"The course aims to deepen the understanding of the how groups , in particulier teams in organizations, function. The main theories as well as concrete examples will be analyzed and discussed in class.","Le cours a comme objectif d'approfondir la connaissance du fonctionnement des groupes, en particulier des équipes dans les organisations. Les
théories principales, ainsi que des exemples concrets, seront analysés et discutés en classe.",209103:Franciska:Krings,2,2,,,,,,COMPORTEMENT HUMAIN|MANAGEMENT|PSYCHOLOGIE|TRAVAIL,Globale|Citoyenne
HUM-350,BA6,L'art brut,FR,L'art brut,Art brut (outsider art),"Discovery of  Collection de l'Art Brut in Lausanne (unique Museum in the World) which assembles artworks made by self-taught, marginal and rebel creators. To understand and to feel Outsider Art thanks to commented visits of exhibitions and stockroom, viewing documentary films, lessons at EPFL.","Découvrir la Collection de l'Art Brut (musée unique au monde) qui réunit des œuvres de créateurs autodidactes, marginaux et rebelles.  Comprendre et percevoir cet art hors-les-normes grâce à des visites d'expositions, des réserves du musée, des projections de films et des cours à l'EPFL. ",207135:Lucienne Cécile Alice:Peiry Tillmanns,2,2,,,,,,ART BRUT|CRÉATION|DESSIN|EXPRESSION|IMAGE|MUSEUM|PEINTURE|SCULPTURE,Interdisciplinaire|Créative
HUM-359,BA6,Ethique de l'environnement,FR,Ethique de l'environnement,Environmental ethics,"L'objectif général de ce cours est de permettre aux étudiant-e-s: 
de saisir les questions environnementales en tant que questions éthiques; 
de clarifier le point de vue à partir duquel apparaît leur caractère éthique; 
d'acquérir les outils conceptuels de l'éthique permettant leur discussion",The aim of this course is to allow students to grasp environmental questions as ethical issues; to clarify the point of view from which this ethical dimension may appear; to master basic conceptual tools of ethics necessary for the discussion of the issues,141572:Hugues:Poltier,2,2,,,,,,ÉTHIQUE|NATURE|ENVIRONNEMENT|ANTHROPOCENTRISME|IMPACT ENVIRONNEMENTAL,Citoyenne|Globale
HUM-361,BA6,Introduction to sustainable entrepreneurship,EN,Introduction to sustainable entrepreneurship,,This course provides an introduction to sustainable entrepreneurship. By adopting a process perspective - from initial problem recognition all the way to establishing an impactful venture - this course offers a holistic overview of the steps involved in creating businesses for societal change,Ce cours offre une introduction à l'entrepreneuriat durable. En adoptant une perspective de processus - de la reconnaissance initiale du problème jusqu'à l'établissement d'une entreprise à impact - ce cours offre un aperçu holistique des étapes de la création d'entreprises durables,282016:Julia Katharina:Binder|289693:Christina Julia:Hertel,2,2,,,,,,SUSTAINABLE DEVELOPMENT|ENTREPRENEURSHIP|TECHNOLOGIES|NEW FIRM CREATION,Citoyenne|Créative
HUM-364,BA6,Musicologie et histoire de la musique D,FR,Musicologie et histoire de la musique D,Musicology and history of music D,"Study the history of musical instruments present in classical music from the 17th to the 20th century. Analyze the manufacturing, the repertory and the various social contexts in which stringed, winds, percussions and keyboards instruments are used.","Retracer l'histoire des instruments de musique présents dans la musique savante du 17e au 20e siècle. Analyser les sources écrites, sonores et iconographiques. Etudier la fabrication des instruments, les matériaux, le répertoire et les différents contextes sociaux-culturels (orchestre, etc.).",251223:Constance:Frei,2,2,,,,,,ACOUSTIQUE|HISTOIRE|INSTRUMENTS DE MUSIQUE|LUTHERIE|MUSIQUE|MUSIQUE SAVANTE,Globale|Interdisciplinaire
HUM-365,BA6,"Sciences, raison et foi II",FR,"Sciences, raison et foi II","Science, reason and faith II","Ce cours reprend la longue histoire des opposants à Darwin et au darwinisme (créationnistes, néo-créationnistes, partisans du dessein intelligent) pour essayer de comprendre leurs stratégies et leurs arguments. Pourquoi cherchent-ils à instrumentaliser la science et certaines découvertes récentes ?","In this course, we will look at the long history of opposition to Darwin and Darwinism: creationists, neo-creationists, intelligent design in order to understand their strategies and arguments.",229643:Jean-François:Bert,2,2,,,,,,CRÉATIONNISME|INTELLIGENT DESIGN,Interdisciplinaire|Globale
HUM-368,BA6,Encountering latin America,EN,Encountering latin America,,"Contemporary Latin America emerges from a history of encounters between cosmologies, including scientific ones. This course seeks to analyse current social and cultural dynamics in Latin America, through case studies concerning the circulation and translation of knowledges and practices.","L'Amérique Latine contemporaine est issue d'une histoire de rencontres entre cosmologies, y comprenant les scientifiques. Ce cours se propose d'analyser des dynamiques sociales et culturelles en Amérique Latine à travers de l'etude de cas de circulation et traduction des connaissances et pratiques.",282669:Johanna Susette:Gonçalves Martin,2,2,,,,,,LATIN AMERICA|SOCIAL-ANTHROPOLOGY|INDIGENOUS|KNOWLEDGE|PRACTICES,Interdisciplinaire|Globale
HUM-369,BA6,Humanités digitales,FR,Humanités digitales,Digital humanities,"Ce cours propose un panorama des enjeux, méthodes et outils de ce domaine des Digital Humanities en étudiant comment les Big Data sont en train de transformer les sciences humaines et sociales. ","This course offers a panorama of the ideas, methods and tools of the Digital Humanities by presenting different examples on how Big Data impact research in the human and social sciences. ",174121:Frédéric:Kaplan,2,2,,,,,,DIGITAL HUMANITIES|BIG DATA,Interdisciplinaire|Créative
HUM-371,BA6,Histoire contemporaine de la Suisse,FR,Histoire contemporaine de la Suisse,Contemporary history of Switzerland,"Cet enseignement étudiera les grands enjeux des relations internationales de la Suisse durant la Guerre froide, en analysant de manière critique des documents d'archives.","Based on a critical analysis of archives, this course will address some important aspects of Switzerland's international relations during the Cold War.",196398:Sandra:Bott,2,2,,,,,,20E SIÈCLE|AREA STUDIES|CONTEMPORARY HISTORY|HISTOIRE|SUISSE,Globale|Citoyenne
HUM-375,BA6,Prototypage,FR,Prototypage,Prototyping,,,181931:Marc:Laperrouza|243884:Marius:Aeberli,2,2,,,,,,BRAINSTORMING|CRÉATIVITÉ|GROUPE|INTERDISCIPLINARITÉ|MOCK-UP|PROTOTYPE|PROTOTYPING,Interdisciplinaire|Créative
HUM-380,BA6,Le jeu vidéo: média natif du numérique,FR,Le jeu vidéo: média natif du numérique,The video game:native numerical medium,Ce cours présente les enjeux fondamentaux de l'étude du jeu vidéo pour les sciences humaines et sociales. Les thématiques abordées concernent les fonctions expressives du code informatique ainsi que les usages du jeu vidéo dans le contexte de l'enseignement et de la recherche.,,147407:Yannick:Rochat|290302:Selim:Krichane,2,2,,,,,,JEU VIDÉO|GAME STUDIES|CODE INFORMATIQUE|GAMIFICATION|PHILOSOPHIE DU JEU,Globale|Créative
HUM-385,BA6,Histoire des sciences et des techniques,FR,Histoire des sciences et des techniques,History of science and technology,"Comment rendre la science libre, transparente, ouverte ? Ce cours propose de réfléchir à ces enjeux à partir des exemples offerts par l'histoire des sciences et des techniques, du 18e siècle à nos jours.",   ,306842:Jérôme:Baudry,2,2,,,,,,HISTOIRE|SCIENCES|TECHNIQUES|ESPACE PUBLIC|POLITIQUE DES SCIENCES,Interdisciplinaire|Globale
HUM-401,MA1,Pratiques artistiques I,FR-EN,Pratiques artistiques I,Artistic practices I,Ce cours propose 2 options : 'Critical Digital Futures' introduit les approches créatives consistant à spéculer sur le futur des technologies numériques ; 'Réalisation' se penche sur les techniques cinématographiques et s'engage dans la réalisation d'un film court.,This course consists in two options: &quot;Critical Digital Futures&quot; is focused on introducing creative thinking/making based on a project that speculates about digital technologies and their futures; &quot;film&quot; addresses cinematographic techniques and engage students in the production of a short movie.,157990:Nicolas:Nova|316835:Pablo Javier:Briones Amarelo|126039:.:Vacat|316343:Gordan:Savicic,3,,,1,,,,ANTHROPOLOGIE|DESIGN|DESIGN FICTION|FICTION|FUTURISME,Interdisciplinaire|Créative
HUM-403,MA1,Experimental cognitive psychology I,EN,Experimental cognitive psychology I,,Les médias informent de plus en plus le public sur le fonctionnement de l'être humain en s'intéressant à des études de psychologie cognitive expérimentale. Ce cours vise à apprendre aux étudiant.e.s les bases nécessaires pour mener à bien et comprendre de telles études.  ,"The media frequently report on trendy studies that have been conducted in experimental cognitive psychology, and which inform the public on &quot;human functioning&quot; and its causes. We teach students basic skills and requirements when performing, understanding and comprehending such studies. ",218732:Christine:Mohr,3,,,1,,,,COGNITION|METHODS|PSYCHOLOGIE COGNITIVE,Créative|Citoyenne
HUM-404,MA1,Culture médiatique I,FR,Culture médiatique I,Media culture I,This course provides theoretical and methodological foundations for a sociological approach of media (particularly sports media). It helps students to think critically the media culture and its effects.,L'objectif du cours est que les étudiants acquièrent les bases théoriques et méthodologiques d'une approche sociologique des médias (particulièrement des médias sportifs) et qu'ils puissent s'en servir pour penser de façon critique la culture médiatique et ses effets. ,276231:Lucie:Schoch,3,,,1,,,,MÉDIA|SOCIOLOGIE|TECHNOLOGIE DE L'INFORMATION,Interdisciplinaire|Citoyenne
HUM-406,MA1,"Musique, politique, société I",FR,"Musique, politique, société I","Music, politics and society I","Ce cours propose une étude de la musique à travers les archives du Montreux Jazz Festival (sonore, vidéo, photo, documents divers). Il débouche sur la rédaction d'un travail de recherche en groupe (ou individuel) sur un sujet lié à cette thématique.","This course offers a study of music through the Montreux Jazz Festival archives (sound, video, photo, various documents). It leads to the writing of a research paper in a group (or individually) on a subject related to this theme.",291573:Grégory:Rauber|251223:Constance:Frei,3,,,1,,,,ANALYSE MUSICALE|BANDES DESSINÉES|HISTOIRE|HUMOUR|MUSIQUE POPULAIRE|MUSIQUE SAVANTE|NOTATION MUSICALE,Interdisciplinaire|Citoyenne
HUM-407,MA1,Design graphique V,FR,Design graphique V,Graphic design V,"This course offers practical teaching that allows to acquire the bases of graphic design and to understand the stakes, the various fields of application, the techniques and the conventions of that discipline.","Le cours vise à faire découvrir les bases du design graphique, ses enjeux, ses différents domaines d'application, ses techniques et ses conventions. Il s'agit d'un enseignement pratique qui repose sur le développement d'un projet de semestre.",252418:Denis:Rouèche,3,,,1,,,,COLOUR|ÉDITION|GRAPHIC DESIGN|ILLUSTRATION|IMAGE|POSTER|TYPOGRAPHY,Créative|Interdisciplinaire
HUM-408,MA1,Design industriel V,FR,Design industriel V,Industrial design V,This course offers practical teaching that allows acquiring the bases of industrial design by confronting the students with the creation of an object. The results in a functional prototype made in collaboration with an artisan or a local company.,Le cours propose d'expérimenter les spécificités du design industriel en confrontant les étudiant.e.s à la création d'un objet. Il s'agit d'un enseignement pratique dont le résultat est un objet fonctionnel réalisé en collaboration avec un artisan ou une entreprise de l'industrie locale.,184338:Tomás:Král,3,2,,,,,,CRÉATION|CRÉATIVITÉ|DESIGN INDUSTRIEL|ERGONOMIE|ESTHÉTIQUE|FONCTIONNALITÉ|MAQUETTE|PROTOTYPE,Créative|Interdisciplinaire
HUM-409,MA1,Images de la nature I,FR,Images de la nature I,Images of nature I,"Le cours examine de manière ouverte les constructions de la Nature par diverses sciences et cultures. Il met l'accent sur la pluralité des modes d'apparition de la Nature et sur les rôles qui lui sont prêtés, notamment dans l'opposition avec l'artifice.","The course in an open approach to the constructions of Nature by different sciences and cultures. It emphasises the plurality of appearances of the object called &quot;Nature&quot; and the roles which it plays or are given to it, notably in opposition to the artificial. ",172779:Véronique:Mauron Layaz|169009:André:Ourednik,3,2,,,,,,NATURE|ARTIFICE|PAYSAGE|CULTURE|PHILOSOPHIE,Interdisciplinaire|Globale
HUM-410,MA1,Droit et technique I,FR,Droit et technique I,Law and technology I,"Ce cours présente le cadre légal applicable à certaines problématiques dans des domaines à caractère technique, tels que le droit de l'informatique, la biotechnologie, la protection des données, la digitalisation et la production, le rôle de l'Etat et des privés dans les enjeux globaux.","This course presents the legal framework applicable to certain issues in technical fields, such as computer law, biotechnology, data protection, digitalisation and production, the role of the State and the private sector in global issues.",167321:Maximilien:Stauber|171337:Anne-Christine:Favre|196400:Anouk:Neuenschwander,3,,,1,,,,BIG DATA|DATA PROTECTION|IMMATÉRIEL|INFORMATIQUE|JUSTICE|NORMES|OBLIGATION|PUBLIC,Interdisciplinaire|Globale
HUM-412,MA1,Enjeux éthiques de l'ingénieur I,FR,Enjeux éthiques de l'ingénieur I,Engineering ethics I,"L'objectif est de confronter l'étudiant à des enjeux éthiques auxquels il/elle pourrait se trouver faire face dans sa profession, ex.: innovations technologiques controversées, conflits d'intérêts, impacts des technologies sur l'environnement/la société, interventions techniques dans les pays du Sud","In this course students are confronted with ethical issues that engineers may face in their professional activity, such as: controversial technological innovations, conflicts of interest, environmental and societal impact of technology, scientific projects in countries of the South",141572:Hugues:Poltier,3,2,,,,,,BIEN COMMUN|CONFLIT D'INTÉRÊT|DROITS HUMAINS|ÉTHIQUE|ENVIRONNEMENT,Citoyenne|Globale
HUM-416,MA1,Hommes/machines I,FR,Hommes/machines I,Men/machines I,"The Machine-Man has become real. From electronic prosthetics to bio-inspired robotics, the human body has become a hybrid, in part technological. Our environment, our work, our behavior, and our styles of life are modeled by machines.
","
Cet enseignement croise des approches culturelles (notamment dans les domaines littéraires ou artistiques) et scientifiques pour penser les enjeux, les perspectives et les problèmes que soulève l'hybridation de l'homme et de la machine.",181989:Dominique:Kunz Westerhoff|167301:François:Rosset,3,2,,,,,,ROBOTIQUE|CYBORG|SCIENCE-FICTION|POSTHUMANISME|TRANSHUMANISME,Interdisciplinaire|Créative
HUM-417,MA1,Philosophical perspectives on the exact sciences I,EN,Philosophical perspectives on the exact sciences I,,"The course considers central themes in the philosophy of science, such as scientific realism and the ontology of physics. Starting from the debate between Leibniz and Newton about space and time, we move on to the transition from classical to quantum physics and the explanatory role of mathematics.","Le cours traite des thèmes centraux de la philosophie des sciences, notamment le réalisme scientifique et l'ontologie de la physique, incluant la controverse entre Leibniz et Newton sur l'espace et le temps, la transition de la physique classique au quantique et le rôle explicatif des mathématiques.",158392:Michael-Andreas:Esfeld,3,,,1,,,,HISTORY AND PHILOSOPHY OF SCIENCE|PHILOSOPHY OF PHYSICS|PHILOSOPHY OF MATHEMATICS,Interdisciplinaire|Globale
HUM-418,MA1,Histoire de l'image I,FR,Histoire de l'image I,Picture history I,"The class proposes an introduction to the history of screens, luminous pictures and projections, from the magic lantern to the contemporary screens.","Le cours propose une introduction à l'histoire des écrans, des images lumineuses et de la projection, depuis la lanterne magique jusqu'aux écrans contemporains.",166175:Olivier:Lugon,3,,,1,,,,EXPOSITION|ART|IMAGE|MÉDIAS|MUSÉE,Interdisciplinaire|Créative
HUM-419,MA1,Mythes de la Méditerranée ancienne I,FR,Mythes de la Méditerranée ancienne I,Myths of the ancient Mediterranean Sea I,"Le cours explore les mythes et les textes fondateurs des cultures antiques (Monde biblique, Grèce, Rome, Egypte). Explorant leurs significations, leurs réceptions, il s'agit de dérouler une histoire de l'imaginaire qui nous aide à mieux comprendre le caractère hétéroclite de notre propre culture.","The course explores the myths and the main texts of ancient cultures (Biblical World, Greece, Rome, Egypt). Exploring their meanings, their receptions, it helps us better understand the heterogeneous nature of our own culture.",188747:David:Bouvier|245404:Matteo:Capponi|220239:Thomas:Römer,3,,,1,,,,ANTHROPOLOGIE|ANTIQUITÉ|EGYPT|GRÈCE|MESOPOTAMIA|MYTHOLOGY|RELIGION|ROME,Globale|Créative
HUM-420,MA1,Psychologie sociale I,FR,Psychologie sociale I,Social psychology I,"Cet enseignement de Psychologie Sociale concerne l'étude empirique de la motivation. Les étudiant-e-s pourront y acquérir des savoirs (déterminants et conséquences de la motivation dans les cadres académiques/organisationnels) et des compétences (épistémiques, méthodologiques et statistiques).","This Social Psychology course is concerned with the empirical study of motivation. Students will acquire relevant knowledge (the determinants and consequences of motivation in academic and organizational settings) and relevant competences (epistemic, methodological and statistical).",166176:Fabrizio:Butera,3,2,,,,,,MOTIVATION D'ACCOMPLISSEMENT|COMPÉTITION|COMPORTEMENTS SOCIAUX|CONFLIT,Citoyenne|Créative
HUM-422,MA1,Understanding modern Switzerland I,EN,Understanding modern Switzerland I,,"Ce cours constitue une introduction générale à l'histoire, la culture, l'économie et le système politique suisses de 1848 à aujourd'hui. ","This course provides a general introduction to Swiss history, its culture, its economy and its political system since 1848 until today.",196782:André:Mach|229439:Stéphanie:Ginalski,3,,,1,,,,FORME D’HABITAT,Interdisciplinaire|Citoyenne
HUM-428,MA1,"Science, technologie et société I",FR,"Science, technologie et société I","Science, technology and society I",Le cours vise à acquérir la maîtriser de concepts et méthodes des science and technology studies en les mobilisant sur un objet ou question choisi par l'étudiant·e afin d'apprendre à décoder l'intrication des sciences et technologies dans la société.,The course aims to acquire the mastery of concepts and methods of science and technology studies applying them on an object or question chosen by the student in order to learn how to decode the intertwining of science and technology in society.,141723:Dominique:Vinck,3,2,,,,,,DIFFUSION|INNOVATION|INVENTION|MANAGEMENT DES TECHNOLOGIES,Interdisciplinaire|Globale
HUM-429,MA1,Philosophy of life sciences I,EN,Philosophy of life sciences I,,"Understand and discuss central issues in the philosophy of life sciences, e.g. that of reductionism or why free will might be an illusion. Transpose problems and arguments from one debate to another. Evaluate the impact of the scientific worldview to the proper understanding of our human nature.",,192425:Christian:Sachse,3,,,1,,,,BIOLOGICAL FUNCTION|BIOLOGICAL SPECIES|CAUSALITY|CLASSIFICATION|DARWINISM|DEFINITION OF LIFE|DYSFUNCTION|EVOLUTIONARY THEORY,Interdisciplinaire|Citoyenne
HUM-432,MA1,How people learn I,EN,How people learn I,,"The students will understand the factors which affect the learning of professionals (such as engineers or teachers). They will understand differences between learning during (a) initial training, (b) induction into the workplace, and (c) the on-going development of experienced professionals. ","Les étudiant.e.s comprendront le processus de la formation de professionnels (ingénieurs ou enseignants par exemple) et pourront différencier les phases d'apprentissage : (a) formation initiale, (b) début de carrière et (c) développement continu de professionnels expérimentés.",217408:Roland John:Tormey,3,,,1,,,,BRAIN|COGNITION|EDUCATION|EMPIRICAL STUDIES|INTERDISCIPLINARITY|LEARNING|MOTIVATION|RESEARCH,Globale|Citoyenne
HUM-434,MA1,Chine: la renaissance d'une grande puissance I,FR,Chine: la renaissance d'une grande puissance I,China: the rebirth of a great power I,"Approcher la Chine contemporaine par le biais des  phénomènes qui émergent à l'international permet non seulement de s'intéresser à l'impact sur le reste du monde de cette Chine qui s'internationalise, mais aussi de porter le regard sur les transformations de la société chinoise contemporaine.","Approaching contemporary China through various phenomena that emerge internationally allows us not only to look at the impact of China new global power on the rest of the world, but also to look at the transformations of Contemporary Chinese society.",182176:Antoine:Kernen,3,,,1,,,,CHINE CONTEMPORAINE|GÉOPOLITIQUE|RELATIONS INTERNATIONALES|INTERNATIONALISATION|ASIAN STUDIES,Interdisciplinaire|Globale
HUM-435,MA1,Gestion des organisations I,FR,Gestion des organisations I,Managing organizations I,"Ce cours traite de la gestion des organisations, allant de l'entrepreneuriat à l'encadrement dans les entreprises, en passant par la gestion publique ou d'organisations à but non lucratif. En particulier, les participant.e.s apprendront à diriger, mener des projets et pratiquer le leadership. ","This class is about organization management, going from entrepreneurship to people management in corporations, public administration or non profit organization studies. In particular, participants will learn to manage projects and practice leadership. ",190153:Samuel:Bendahan,3,2,,,,,,ÉCONOMIE|LEADERSHIP|GESTION|ENTREPRISE,Citoyenne|Créative
HUM-436,MA1,Sciences et religions I,FR,Sciences et religions I,Sciences and religions I,Can one be a scientist and a believer at the same time? Is science the enemy of faith? Should a scientist always be an atheist or an agnostic? These are some of the questions dealt with in this seminar. Its purpose is to present the various forms of the debate between science and religion.,Peut-on être à la fois savant et croyant ? La science est-elle l'ennemie de la foi ? Un scientifique ne peut-il qu'être athée ou agnostique ? Voici quelques questions abordées dans cet enseignement dont le but est de présenter les différentes formes prises par la dispute entre sciences et religions.,229643:Jean-François:Bert,3,2,,,,,,SCIENCES|RELIGION|HISTOIRE DES SCIENCES|CONFLIT|DIALOGUE,Interdisciplinaire|Globale
HUM-437,MA1,La recherche dans tous ses états I,FR,La recherche dans tous ses états I,Scientific research in all it forms I,"Ce cours propose un regard pluridisciplinaire sur la recherche. Au-delà du thème traité, des intervenants de différentes facultés (biologie, lettres, EPFL..) apporteront un éclairage sur leur manière propre de pratiquer la recherche.","This course offers a multidisciplinary perspective on research. While addressing this topic, speakers from different faculties will shed light on their own way of practicing research.
Passive knowledge of French required.
",185819:Delphine:Preissmann,3,,,1,,,,COMPORTEMENT HUMAIN|CRÉATIVITÉ|INTERDISCIPLINARITÉ,Interdisciplinaire|Créative
HUM-439,MA1,Humanités digitales I,FR,Humanités digitales I,Digital humanities I,"This course will combine digital technologies and history to address the way the press have processed major events of the XXth century. Working on digital archives, the students will use digital methodologies and will analyse extensive sets of digital age data.","Alliant numérique et histoire, cet enseignement aborde le traitement par la presse des grands événements internationaux du XXe siècle. En travaillant sur les archives numérisées, les étudiant-e-s utiliseront des méthodologies numériques et analyseront des données abondantes de l'ère numérique.",303254:Martin Alfred:Grandjean|196398:Sandra:Bott,3,,,1,,,,HISTOIRE|HISTOIRE NUMÉRIQUE|HUMANITÉS DIGITALES|RELATIONS INTERNATIONALES|SUISSE,Interdisciplinaire|Globale
HUM-440,MA1,"Global perspectives, local realities I",FR-EN,"Global perspectives, local realities I",,"The course addresses current issues through the lenses of history, political economy, technology or geopolitics. It fosters students' critical thinking on the globalisation process by integrating different levels of analysis as well as questions of alterity and geographic diversity.","Cet enseignement aborde des problématiques actuelles en privilégiant des éclairages d'ordre historique, économique, technologique ou géopolitique. Il permet aux étudiants de développer une réflexion critique sur le processus de mondialisation en intégrant la question de l'autre et de l'ailleurs.",181931:Marc:Laperrouza|251747:Eric:Hoesli,3,,,1,,,,CHINE|CLIMATE WARMING|GÉOPOLITIQUE|RUSSIE|SOCIÉTÉ|TECHNOLOGIE,
HUM-441,MA1,Création collective: arts-impro & ingénierie I,FR,Création collective: arts-impro & ingénierie I,Collective creation: improv-arts & engineering I,"Les techniques d'improvisation développées dans les arts vivants (théâtre, musique, danse, performance) sont mises en perspective avec les pratiques de conception en ingénierie. Ce cours enseigné à l'Arsenic mène à une performance publique intégrant les performeurs et leurs réalisations techniques.",This course contrasts improvisation in the performing arts with engineering design. Creative processes will be compared and student projects will culminate in an improvised public performance evaluated by the interplay of their artistic and technical creations.,101874:Simon Nessim:Henein,3,,,1,,,,PERFORMANCE|IMPROVISATION|CRÉATIVITÉ COLLECTIVE|DANSE|THÉÂTRE,Créative|Interdisciplinaire
